form,sid,alt,de_text
geduld,560650,9934091;13635585;903618,Ein Kind großzuziehen verlangt Geduld.
besitzt,1319038,1319041;1910997;3481856,Außerdem besitzt sie künstlerisches Gespür.
blut,949875,11967380;4926454;508934,Blut fließt durch die Adern.
dunkel,13025311,2917822;3010298;4483137,Warum ist das Weltall dunkel?
schicksal,13655683,3508297;701072;13655682,Jenes Meeting hat mein Schicksal besiegelt.
vorschlag,2840975,6866386;8643244;1039707,Der Vorschlag wurde allgemein begrüßt.
klingt,5013085,1860061;1942515;4733659,"Die Lehre klingt, doch's Leben zwingt."
millionen,13682159,13929033;1462386;455467,In Vietnam wurden 86 Millionen Bankkonten gesperrt.
schauen,12725092,10048593;1911178;8468707,Die Menschen schauen gespannt auf die steigenden Pegelstände.
eichhörnchen,922046,10956198;2018199;9209398,Das Eichhörnchen frisst eine Nuss.
hasst,10774929,1866220;5573737;8213969,"Er hasst seinen älteren, erfolgreicheren Bruder."
zweifel,4923261,943216;1427784;8821241,"Mich beschleicht ein Zweifel, mit Neugier gepaart."
irgendwie,1536807,3115408;3349641;8655866,Brian sieht irgendwie niedergeschlagen aus.
gemüse,4110624,11570429;4724715;2293955,"Sie ernährten sich mit frischem, gesundem Gemüse."
universität,1953465,679419;1951229;3472274,Der Lehrplan der Universität deckt Naturwissenschaften und Sozialwissenschaften ab.
taxi,699151,731825;13257560;13257561,Das Taxi holte zwei Fahrgäste ab.
fernseher,1392671,362601;5337389;13540613,Bill hat den Fernseher angemacht.
aß,459284,7327830;7754695;11492678,Midori aß die meisten Orangen.
liebsten,1270443,930380;11898556;13332951,Stephen King ist einer meiner liebsten Schriftsteller.
gebaut,10832284,10832286;11114565;6873568,Irgendein Gymnasiast hat diesen Roboter gebaut.
unrecht,2936117,5013102;1810820;5458375,"Wer Unrecht einfach hinnimmt, fügt ein weiteres hinzu."
sterne,13012629,915221;7335885;5021681,Am Nachthimmel leuchteten die Sterne hell.
verwendet,1578112,11656700;12587898;12587899,"Jazz verwendet die gleichen Noten, die Bach verwendete."
fußball,345484,793521;11718983;12184592,Spielst du Fußball oder Rugby?
beschlossen,12697408,12697411;371176;4878115,"Wir beschlossen, zum Homeschooling überzugehen."
fern,1415879,1821175;867653;1832941,"Er sieht fern, während er bügelt."
frühling,8368771,417000;651139;682701,Pfirsichbäume blühen gewöhnlich im Frühling.
artikel,11236415,367550;3755143;8601102,Er veröffentlicht einen regierungsfeindlichen Artikel.
bericht,796898,8280324;8280325;7907721,Mein Kollege verpfuschte den Bericht.
brach,518615,1237933;9970010;12420514,Ein Schrei brach die Stille.
zufällig,2869448,371830;932384;3135117,Die Fragebögen wurden zufällig verteilt.
nötig,943392,2177519;12553225;1821139,Dieser LKW hat eine Reparatur nötig.
jünger,5412035,370235;5412037;8184930,Ein Kleinstkind ist jünger als ein Kleinkind.
dach,8861023,5699227;979653;6068521,Er kletterte vom Dach herunter.
job,9991456,1083020;12050134;11932160,Mir wurde kein Job angeboten.
japanisch,2514013,7677070;911143;1991010,Toms Japanisch verbessert sich allmählich.
geliebt,1194423,12770248;4020173;10523405,Steve wurde von allen geliebt.
konzert,13709869,4593162;738929;917382,Beim Konzert herrschte ausverkauftes Haus.
bemerkt,2755842,7490030;904929;13646532,Haben Sie etwas Ungewöhnliches bemerkt?
internet,5064127,642916;3130632;778066,Tom mobbt Minderheiten im Internet.
papier,6717831,6819833;1866829;677939,Das Blatt Papier war zerrissen.
schritt,917147,3274459;12869632;12869633,Schritt für Schritt erweitern sich unsere Englischkenntnisse.
übrig,1247407,1978008;8871762;1964295,Sie haben füreinander nichts übrig.
möglichkeit,5838240,6055314;9735622;5663102,Bitte besorgen Sie nach Möglichkeit preiswerte Rückfahrkarten.
amerikaner,13271910,1877743;394837;13381278,Höfliche Amerikaner sind jederzeit höflich.
waschen,1064,367043;626174;9181267,"Schneiden, waschen und föhnen bitte."
brüder,2997984,4474958;782861;9736241,Anyi und Asun sind Brüder.
zahl,8689096,11993854;2718778;6394020,Die Zahl der Tode steigt.
wach,8763346,7026232;788344;3248851,"Los, du Schlafmütze. Wach auf!"
ball,11569461,12187727;13401914;7776563,Der Ball streifte die Latte.
absicht,369301,372920;11836599;7815545,Er deutete seine Absicht an.
lärm,1644912,5230553;7942593;2290918,Schreibmaschinen verursachen eine Menge Lärm.
mindestens,3045979,12755372;12755371;2827978,Mindestens haltbar bis zum zwanzigsten November.
gruppe,1104115,12978859;4779140;2848878,Er unterrichtete eine Gruppe junger Inder.
reparieren,8809306,8841403;9982386;12525562,Können Sie meine Toilette reparieren?
halt,8383399,913684;13408153;13519564,Übersetz und halt die Klappe!
überzeugt,1307371,3586323;3464452;10893718,Ich bin felsenfest davon überzeugt.
hungrig,8645346,959949;2299824;6569292,"Er sagte, er wäre hungrig."
gitarre,13425708,1499489;3519600;12693262,Samis Gitarre ist auf dem Dachboden.
adresse,11857589,8759376;6149600;12608335,Meine IP-Adresse ist statisch.
rechtzeitig,398659,5203651;4303130;670033,"Ich bezweifle, dass Bob rechtzeitig kommt."
handelt,4548925,742824;1759647;8198102,Diese Fernsehsendung handelt von Pinguinen.
karte,3770630,4357826;4956788;13743442,Ich benutze meine VISA-Karte.
dran,13815286,2194261;11295170;12264584,"Denk dran, morgen die Schlüssel zurückzugeben!"
nervös,12647124,12647126;12647127;12647129,"Du klangst nervös, als du anriefst."
planeten,10553262,368646;2160226;13977110,"Die Chemikalien, die den Kühlschrank kühlen, erwärmen den Planeten."
wenigstens,12556302,13530869;3360335;11825088,Jonas hat die Glocke wenigstens zweimal geläutet.
freundschaft,4035429,4983229;1968886;1206390,Verdacht ist der Freundschaft Gift.
beine,5368344,7785286;13207363;11935264,Profiradsportler rasieren sich gewöhnlich die Beine.
offensichtlich,461757,11101367;11391266;8758965,Unsere Diplomatie und Kriegsstrategie waren offensichtlich widersprüchlich.
genannt,12423199,13029665;12349891;5277886,"Eine Nebelwolke, Koma genannt, umgibt den Kometenkern."
worum,2062175,4020259;12564483;1754521,Worum dreht sich die Frage?
meinst,2890608,4112916;13733639;7922114,"Zeige auf den, den du meinst!"
ergebnis,9001010,10162687;4968002;1863019,Das Ergebnis der MRT-Untersuchung war negativ.
punkt,12228264,2193532;724906;10948496,Die Kipferl ist krumm. Punkt!
vergnügen,629252,5349228;3402077;13033981,Mit großem Vergnügen lesen wir Äsops Fabeln.
pünktlich,2840646,13038946;13870409;12261156,Pünktlich sind die Gewissenhaften und die Neugierigen.
pause,2756143,6644838;6644839;347957,Die Pause währte ungewöhnlich lang.
kühlschrank,414510,871911;1924051;10553262,Tu den Tomatensalat in den Kühlschrank.
sicherheit,13961491,5973375;5591628;2942549,Die Zwei-Fakor-Authentifizierung stärkt die Sicherheit von Benutzerkonten.
behalten,931409,10075183;2629595;9584387,"Wer es findet, darf's behalten."
hinaus,13044510,2189770;10166155;2189762,Die politischen Maßnahmen gehen über die Zölle hinaus.
witz,2684887,2067076;1483883;722962,Der Witz ist die Wunderwaffe der Wehrlosen.
neun,4199109,4948806;6328662;1237662,Beethoven hat neun Sinfonien geschrieben.
jugend,344679,948412;2751873;1856457,Ich weine um meine verlorene Jugend.
geändert,518918,8828545;763170;1203193,Attentate haben nie die Weltgeschichte geändert.
getötet,13785859,767193;11971774;5794535,Stefan hat einen Dämon getötet.
freuen,2389787,4908703;6641293;8595864,"Sich freuen heißt, ausschauen nach Gelegenheiten zur Dankbarkeit."
entlassen,1291541,3593959;5156196;921214,General Motors hat 76000 Arbeiter entlassen.
mannschaft,4101048,1590689;2491286;4884816,Die Mannschaft ist ohnehin Mist.
rolle,724473,11918981;5511647;7868993,Arthur hat die Rolle des Bösen.
gespräch,404770,8868603;12292255;4568485,Die Putzfrau unterbrach das Gespräch.
blau,2575677,5400429;967372;1552144,Die Arbeitsplatzhintergrund ist standardmäßig blau.
zuvor,2195658,12414076;12700816;7452836,Ich hatte es tags zuvor gemietet.
dick,3033508,13850970;4421536;735650,Sie bestrich ihren Toast dick mit Honig.
sprich,13534388,7889841;13390337;5366585,Wäge die Konsequenzen ab und sprich anschließend.
derjenige,12427661,12427663;3641937;2871607,"Du warst derjenige, der dahintersteckte."
erlaubt,1860895,1785476;13929016;5164367,In Israel ist sogar Verbotenes erlaubt.
sport,6774818,1712872;4524365;8493314,Ringen war der beliebteste organisierte Sport im antiken Griechenland.
unterscheiden,13461849,13872500;13461868;2577326,Worin unterscheiden sich Dromedare und Trampeltiere?
nutzen,2339782,331693;5099778;12105838,Kernkraftwerke nutzen die Uranspaltung zur Wärmegewinnung aus.
projekt,10104960,3070333;12472514;410135,Service ist kein Projekt. Service ist eine Haltung.
käse,12147172,12267390;5990164;5200219,Mäuse suchen nach kostenlosem Käse.
pflicht,1408118,1910336;2348849;10624318,Die Gesetze einzuhalten ist unsere Pflicht.
wachsen,4891385,8638893;1384925;2554537,Aus kleinen Eicheln wachsen mächtige Eichen.
spanisch,1371624,13873751;2300170;9038597,Achtung: Das chilenische Spanisch kann sich anderswo komisch anhören.
soweit,2195759,2874177;11455994;8662501,"Ich glaube, ich bin soweit."
willkommen,394213,4480350;1105473;8916153,Verehrte Damen und Herren. Willkommen an Bord.
pro,398819,4339517;841034;927583,Ein Brombeerpflücker sammelt 25 Eimer pro Tag.
möglicherweise,1697180,373374;13047818;10761882,Möglicherweise wehen die Winde gerade nicht günstig.
dahin,13651011,2310026;763187;2998091,Seine Begeisterung schwand schnell dahin.
wissenschaft,457103,5319015;5361519;8298041,Wissenschaft basiert auf äußerst sorgfältiger Beobachtung.
unten,396528,3760520;6636482;6822313,"Holz schwimmt, aber Eisen sinkt nach unten."
wunder,8686374,9991766;4210225;2043332,Ein Tropfen Öl wirkt oft Wunder.
wiedersehen,725316,913842;8360797;1308707,Ich werde sie demnächst wiedersehen.
herbst,4884781,4960716;7218464;651139,Blätter werden im Herbst braun.
menschheit,5992674,8225219;8703136;2847954,Die Menschheit ist für die Aeronauten ununterscheidbar.
stieg,2304861,13470788;609248;7010802,Weißer Rauch stieg von der Sixtinischen Kapelle auf.
berlin,626203,7990460;5401904;6920884,Die Spree fließt durch Berlin.
angebot,8292713,1543034;1543035;1214494,Das Angebot wird kontinuierlich weiterentwickelt.
gold,8768132,6606860;1944970;13822942,Aluminium wurde teurer als Gold.
retten,3319632,13279362;12574031;12601704,Niemand vermag mich zu retten.
radio,13893388,4844873;8867951;4859265,Tom reparierte das kaputte Radio.
regel,5956864,12326755;1054806;5956862,Diese Regel wird allerdings hauptsächlich durch zahlreiche Ausnahmen bestätigt.
gemeinsam,8634587,1896099;5976267;8419324,Braut und Bräutigam treten gemeinsam vor den Altar.
interesse,6681878,1546978;2293940;5810537,Künftigen Aufträgen sehen wir mit Interesse entgegen.
links,2835465,4040067;4699858;12797649,Bitte in Fahrtrichtung links aussteigen.
russland,3801613,13918843;2839728;7646108,In Russland galt der julianische Kalender.
besuch,3372495,1304519;4983229;1107187,Ein unangekündigter Besuch bringt unseren Tagesplan durcheinander.
pizza,2003548,360931;3994195;6458367,Ich bestellte telefonisch eine Pizza.
reis,4173286,5990050;4928319;5455437,"Der gekochte Reis ist verdorben, der gebratene verzehrt."
holen,8875106,6989329;6095988;797767,Holen Sie sofort einen Krankenwagen!
einkaufen,783832,10285300;1357152;642523,Mutter ging im Kaufhaus einkaufen.
dennoch,11861669,1625941;1264101;4943748,Quecksilber ist ein Gift; Kinderimpfungen enthalten es dennoch.
täglich,9837609,3497224;7233549;11058774,Ich wechsle täglich mein Handtuch.
dankbar,1816313,10006533;1937903;5982913,Auch spätere Geschlechter werden seiner noch dankbar gedenken.
irgendwelche,4878469,755472;909783;12612017,Hat Tom irgendwelche Fortschritte erzielt?
gäste,2217561,1813592;2664178;7072434,Der Duft kitzelte angenehm in den Nasen der Gäste.
kamera,911501,1642946;2198092;7908212,Meine Kamera kann Videos mit hoher Auflösung aufnehmen.
schatten,1697403,2450356;10905636;2734687,Im Garten spendeten die Rotbuchen angenehmen Schatten.
muttersprache,9136985,12898986;1847035;2996256,Marina ist Russin. Russisch ist ihre Muttersprache.
davor,12698445,12698447;10090981;5964463,"Ich bin Moslime, wobei ich davor Christin war."
schokolade,4843629,10673071;1281191;7932609,Mancherorts werden Schokolade und Paprika als Aphrodisiakum betrachtet.
bewusst,2895783,6029960;13674442;8206889,Als Abteilungsleiter war Markku sich seiner Vorbildfunktion bewusst.
dauert,2893893,11817461;12822787;12822795,Dreißigtausend Tage dauert das Menschenleben.
jener,2771039,1194384;1770496;518919,Diese Linie verläuft parallel zu jener.
new,1191052,1191059;4048896;1814056,Die New Yorker Freiheitsstatue wurde auf deutschem Zement gegründet.
reihe,13448125,2232575;3059976;3059977,Stopp. Sprecht der Reihe nach!
verbracht,2550676,3530297;6219112;9672542,Er wurde nach Guantanamo verbracht.
england,5253863,1881041;904846;5320285,Island schlug England im Achtelfinale.
verboten,8291224,613170;809520;3603835,Bundesweit ist die Einfuhr bestimmter Rassen verboten.
fleißig,9641780,9641782;11968599;1637550,Tom verfolgte fleißig seine Ziele.
ertragen,6018582,6458847;7636315;754392,Er kann Widerspruch nicht ertragen.
sofa,13760127,1224185;2768581;4892460,Dein grüne Teppich vor dem Sofa stinkt!
trank,11854373,11854380;547130;562050,Yanni trank ein Pinnchen Scotch.
text,4127849,4743448;8330738;13950547,Der Text bedarf keiner Kürzung.
präsident,12603063,2382961;4668694;3263743,Paul ist der Präsident der Nani GmbH.
dreimal,8800372,8904671;12058928;9872593,Tom hat dreimal den Fuji bestiegen.
schade,10020102,4459476;8134960;6052441,"Schade, dass du nicht mitkannst."
holz,8228093,2697003;4591705;883013,Feuchtes Holz brennt nicht gut.
grün,9972975,4228991;2798521;363414,Die Wände meines Zimmers sind grün.
verpasst,7636666,8308095;13781940;5068622,Tom hat seinen Flug verpasst.
marie,11093683,3014467;645880;9415378,Die Halsbandaffäre ruinierte Marie-Antoinettes Ruf.
bisher,10712211,1226702;1435674;13086577,Bisher ist alles reibungslos gelaufen.
seltsam,6866093,13275771;3433527;6787580,"Hm, es ist seltsam. Es ist äußerst seltsam."
ebenso,2469746,6202907;9171348;1599581,Diese Kost ist ebenso nahrhaft wie deliziös.
äußerst,716691,2188196;4964972;12387770,Kaiser Nero war ein äußerst böser Tyrann.
taten,2983294,3649692;368530;4302925,Böse Gedanken zeugen böse Taten.
italien,1818253,1644026;10168569;1105469,Italien marschierte 1935 in Äthiopien ein.
richtung,9927841,2742905;10190027;1498410,Ich bewegte mich Richtung Ausgang.
irgendwann,12460172,12820922;12820923;1432188,"Ich verspreche, daß ich irgendwann wiederkommen werde."
drüben,9201918,9976649;3207238;496977,Die Kasse ist dort drüben.
pflanzen,7261068,929738;2687104;1695467,Pflanzen hingen von der Decke herab.
erklärung,12689366,12689367;2485435;547098,Ihre Erklärung ist keineswegs zufriedenstellend.
wunsch,2499057,5656728;2120394;10502243,Sein langjähriger Wunsch ging in Erfüllung.
anwalt,2422456,11496754;2534981;5398694,Der Anwalt redete und redete.
haut,11977637,482101;743955;11670312,Giraffen haben eine dicke Haut.
perfekt,1823191,4738335;4903275;9779404,Du bist wahrlich Fräulein Perfekt!
aufmerksamkeit,12962488,2466503;3455606;3420702,Sie widmeten der Warnung keinerlei Aufmerksamkeit.
nummer,6547982,8809266;685024;2981472,Die Zeit ist die Mörderin Nummer 1.
aussehen,5239000,11108320;12743547;2997683,Ihr blasses Aussehen bereitete mir Sorgen.
schmerz,940231,9414815;2132496;691785,Er verspürte Schmerz und Mitleid.
geraten,12174786,12476611;9047145;414208,Ziris Chef ist in Panik geraten.
kiste,1281384,12386520;1335353;2291511,Die Kiste war primitiv aus Spanholzplatten zusammengezimmert.
zählen,10458264,12508497;10655156;1242746,Schafe zählen hilft beim Einschlafen.
häufig,1904300,13780816;5345840;7013299,Tom entschärft angespannte Situationen häufig mit Humor.
meter,12668616,13435515;13435538;8293862,"Die Breite der Nebenschiffe betrug jeweils 6,08 Meter."
vorher,13159204,4901527;9991450;10040261,Ich habe dich vorher gewarnt.
hübsch,12395110,7413057;762310;8213931,„Sie ist hübsch.“ – „Das ist sie.“
russisch,9136985,12756490;6205463;1709277,Marina ist Russin. Russisch ist ihre Muttersprache.
spiegel,5683435,2283000;10113813;11048370,Eitelkeit: Horizont ist der nächste Spiegel.
heutzutage,1678318,3096945;8634223;2513633,Die Städte sind heutzutage überfüllt.
ähnlich,1079978,11477661;4460153;8413771,Martha's Vineyard sieht Sylt sehr ähnlich.
alkohol,4701241,8684726;9941528;12899280,Ihr Atem stinkt nach Alkohol.
behandelt,2701035,12855607;8295360;13706239,Behandelt behinderte Menschen mit Respekt!
loch,5426234,2342945;12997725;7412993,Aus einem dummen Loch weht dummer Wind.
typ,10169528,13815276;3989328;1401922,Donald Trump ist ein sehr polarisierender Typ.
schach,12585353,10054604;1263992;441597,Schach ist die Akademie des Geistes.
einsam,9981618,3752621;6333162;12331211,"Sie sagt, sie sei einsam."
gebrochen,12401594,6150535;747156;3233600,Ich betrachte den Vertrag als gebrochen.
schmerzen,4945042,8843306;2810980;1586673,Tom leidet an chronischen Schmerzen.
fressen,2174381,3760665;6547263;8182356,Fressen Katzen Fledermäuse oder fressen Fledermäuse Katzen?
worüber,11098866,1179668;10826494;1293342,Tom schwieg – worüber sich Maria ärgerte.
salz,646863,677956;923484;11244030,Salz ist eine nützliche Substanz.
