form,rank,lemma,group_id,method
meilenweit,18276,meilenweit,meilenweit,ungrouped
salon,18277,salon,salon,ungrouped
durchlebte,18278,durchlebt,durchlebt,declension
mitgift,18279,mitgift,mitgift,ungrouped
einberufen,18280,einberufen,einberufen,ungrouped
bec,18281,bec,bec,ungrouped
anfasst,18282,anfassen,anfassen,verb
stammten,18283,stammt,stammt,declension
gebrochene,18284,gebrochen,gebrochen,declension
exportieren,18285,exportieren,exportieren,ungrouped
fähige,18286,fähig,fähig,declension
sechsundzwanzig,18287,sechsundzwanzig,sechsundzwanzig,ungrouped
golfspieler,18288,golfspiel,golfspiel,declension
stecknadel,18289,stecknadel,stecknadel,ungrouped
geschimpft,18290,schimpfen,schimpfen,participle
richters,18291,richter,richter,plural
lauwarm,18292,lauwarm,lauwarm,ungrouped
verhasst,18293,verhasst,verhasst,ungrouped
schmerzten,18294,schmerzt,schmerzt,declension
geldverdienen,18295,geldverdienen,geldverdienen,ungrouped
notlüge,18296,notlüge,notlüge,ungrouped
speer,18297,spe,spe,declension
mülltonnen,18298,mülltonnen,mülltonnen,ungrouped
liberalismus,18299,liberalismus,liberalismus,ungrouped
äbte,18300,äbte,äbte,ungrouped
klubs,18301,klub,klub,plural
versionen,18302,version,version,declension
unterginge,18303,unterging,unterging,declension
führenden,18304,führend,führend,declension
gemüsesorten,18305,gemüsesorten,gemüsesorten,ungrouped
erwäge,18306,erwägen,erwägen,verb
zahnfleisch,18307,zahnfleisch,zahnfleisch,ungrouped
pablo,18308,pablo,pablo,ungrouped
verschluss,18309,verschluss,verschluss,ungrouped
übereinkommen,18310,übereinkommen,übereinkommen,ungrouped
vorletzten,18311,vorletzten,vorletzten,ungrouped
sodbrennen,18312,sodbrennen,sodbrennen,ungrouped
quitt,18313,quitt,quitt,ungrouped
illustrierten,18314,illustriert,illustriert,declension
eingeschrieben,18315,eingeschrieben,eingeschrieben,ungrouped
wall,18316,wall,wall,ungrouped
gene,18317,gen,gen,declension
schwächste,18318,schwächst,schwächst,declension
büstenhalter,18319,büstenhalter,büstenhalter,ungrouped
sozial,18320,sozial,sozial,ungrouped
enthusiastisch,18321,enthusiastisch,enthusiastisch,ungrouped
bücherlesen,18322,bücherlesen,bücherlesen,ungrouped
einstecken,18323,einstecken,einstecken,ungrouped
natt,18324,natt,natt,ungrouped
versicherungen,18325,versicherung,versicherung,declension
konsumenten,18326,konsument,konsument,declension
regenwälder,18327,regenwälder,regenwälder,ungrouped
befreundete,18328,befreundet,befreundet,declension
ad,18329,ad,ad,ungrouped
kommode,18330,kommode,kommode,ungrouped
gutmütig,18331,gutmütig,gutmütig,ungrouped
bronchitis,18332,bronchitis,bronchitis,ungrouped
porsche,18333,porsche,porsche,ungrouped
verspäteten,18334,verspätet,verspätet,declension
menschenrecht,18335,menschenrecht,menschenrecht,ungrouped
umgekehrte,18336,umgekehrt,umgekehrt,declension
missachten,18337,missachten,missachten,ungrouped
ipod,18338,ipod,ipod,ungrouped
geduldsfaden,18339,geduldsfaden,geduldsfaden,ungrouped
biegsam,18340,biegsam,biegsam,ungrouped
erlaubten,18341,erlaubt,erlaubt,declension
unmöglichen,18342,unmöglich,unmöglich,declension
anlässen,18343,anlässen,anlässen,ungrouped
tässchen,18344,tässchen,tässchen,ungrouped
mäßigkeit,18345,mäßigkeit,mäßigkeit,ungrouped
osteuropa,18346,osteuropa,osteuropa,ungrouped
vergießen,18347,vergieß,vergieß,declension
ausgehalten,18348,ausgehalten,ausgehalten,ungrouped
koko,18349,koko,koko,ungrouped
zurückverfolgen,18350,zurückverfolgen,zurückverfolgen,ungrouped
aufstehst,18351,aufstehen,aufstehen,verb
sechsunddreißig,18352,sechsunddreißig,sechsunddreißig,ungrouped
überbieten,18353,überbieten,überbieten,ungrouped
tierärztin,18354,tierärztin,tierärztin,ungrouped
tigers,18355,tiger,tiger,plural
lädst,18356,läden,läden,verb
tötung,18357,tötung,tötung,ungrouped
zeitspanne,18358,zeitspanne,zeitspanne,ungrouped
hingehe,18359,hingehen,hingehen,verb
bewußtlos,18360,bewußtlos,bewußtlos,ungrouped
zerstreuung,18361,zerstreuung,zerstreuung,ungrouped
besetzten,18362,besetzt,besetzt,declension
anzulügen,18363,anzulügen,anzulügen,ungrouped
tibet,18364,tibet,tibet,ungrouped
rechtliche,18365,rechtlich,rechtlich,declension
bescheidenes,18366,bescheiden,bescheiden,declension
durchlesen,18367,durchlesen,durchlesen,ungrouped
wettbewerbsfähig,18368,wettbewerbsfähig,wettbewerbsfähig,ungrouped
zaubern,18369,zaubern,zaubern,ungrouped
alberne,18370,albern,albern,declension
ergraut,18371,ergraut,ergraut,ungrouped
ministerpräsidenten,18372,ministerpräsident,ministerpräsident,declension
intuitiv,18373,intuitiv,intuitiv,ungrouped
auszusteigen,18374,auszusteigen,auszusteigen,ungrouped
rabbi,18375,rabbi,rabbi,ungrouped
pu,18376,pu,pu,ungrouped
demonstrierten,18377,demonstriert,demonstriert,declension
gleiten,18378,gleiten,gleiten,ungrouped
kommandant,18379,kommandant,kommandant,ungrouped
liegestütze,18380,liegestütz,liegestütz,declension
korrekturen,18381,korrektur,korrektur,declension
einzureichen,18382,einzureichen,einzureichen,ungrouped
flattern,18383,flattern,flattern,ungrouped
sanftes,18384,sanft,sanft,declension
einzufangen,18385,einzufangen,einzufangen,ungrouped
manga,18386,manga,manga,ungrouped
illegales,18387,illegal,illegal,declension
lucia,18388,lucia,lucia,ungrouped
unbestimmte,18389,unbestimmt,unbestimmt,declension
klügere,18390,klüger,klüger,declension
unsern,18391,unsern,unsern,ungrouped
juwel,18392,juwel,juwel,ungrouped
beherrschten,18393,beherrscht,beherrscht,declension
verständigt,18394,verständigen,verständigen,verb
nordhalbkugel,18395,nordhalbkugel,nordhalbkugel,ungrouped
geizkragen,18396,geizkragen,geizkragen,ungrouped
ringt,18397,ringt,ringt,ungrouped
eierkuchen,18398,eierkuchen,eierkuchen,ungrouped
brettern,18399,brettern,brettern,ungrouped
meeren,18400,meer,meer,declension
konstruieren,18401,konstruieren,konstruieren,ungrouped
vortäuschen,18402,vortäuschen,vortäuschen,ungrouped
eingenickt,18403,eingenickt,eingenickt,ungrouped
vielfaches,18404,vielfach,vielfach,declension
ungestüm,18405,ungestüm,ungestüm,ungrouped
erstaunte,18406,erstaunt,erstaunt,declension
anstoß,18407,anstoß,anstoß,ungrouped
atlantischen,18408,atlantischen,atlantischen,ungrouped
monatelang,18409,monatelang,monatelang,ungrouped
alkoholfreies,18410,alkoholfreie,alkoholfreie,plural
wood,18411,wood,wood,ungrouped
ausgeschlagen,18412,ausgeschlagen,ausgeschlagen,ungrouped
steuererklärung,18413,steuererklärung,steuererklärung,ungrouped
zerfressen,18414,zerfressen,zerfressen,ungrouped
abhanden,18415,abhanden,abhanden,ungrouped
spaten,18416,spat,spat,declension
waffel,18417,waffel,waffel,ungrouped
schwäbisch,18418,schwäbisch,schwäbisch,ungrouped
gutherzig,18419,gutherzig,gutherzig,ungrouped
abfährt,18420,abfährt,abfährt,ungrouped
schultasche,18421,schultasche,schultasche,ungrouped
kopfschmerztabletten,18422,kopfschmerztabletten,kopfschmerztabletten,ungrouped
gelenke,18423,gelenk,gelenk,declension
hustensaft,18424,hustensaft,hustensaft,ungrouped
wasserdampf,18425,wasserdampf,wasserdampf,ungrouped
notfälle,18426,notfälle,notfälle,ungrouped
prasselte,18427,prasselt,prasselt,declension
proportional,18428,proportional,proportional,ungrouped
ermittler,18429,ermittler,ermittler,ungrouped
mobile,18430,mobil,mobil,declension
kaputtgeht,18431,kaputtgeht,kaputtgeht,ungrouped
doll,18432,doll,doll,ungrouped
unverkennbar,18433,unverkennbar,unverkennbar,ungrouped
spd,18434,spd,spd,ungrouped
skeptiker,18435,skeptiker,skeptiker,ungrouped
unterschlupf,18436,unterschlupf,unterschlupf,ungrouped
streitigkeiten,18437,streitigkeiten,streitigkeiten,ungrouped
untreue,18438,untreu,untreu,declension
aufhöre,18439,aufhören,aufhören,verb
gälisch,18440,gälisch,gälisch,ungrouped
nachspeise,18441,nachspeise,nachspeise,ungrouped
jäh,18442,jäh,jäh,ungrouped
finanzen,18443,finanz,finanz,declension
sprachschule,18444,sprachschule,sprachschule,ungrouped
unglücklicher,18445,unglücklich,unglücklich,declension
geschicklichkeit,18446,geschicklichkeit,geschicklichkeit,ungrouped
überflogen,18447,überflog,überflog,declension
regelt,18448,regelt,regelt,ungrouped
lenz,18449,lenz,lenz,ungrouped
herausragender,18450,herausragend,herausragend,declension
unnütze,18451,unnütz,unnütz,declension
verkürzen,18452,verkürzen,verkürzen,ungrouped
borschtsch,18453,borschtsch,borschtsch,ungrouped
unausweichlich,18454,unausweichlich,unausweichlich,ungrouped
nachhaltige,18455,nachhaltig,nachhaltig,declension
entsprechung,18456,entsprechung,entsprechung,ungrouped
eingriff,18457,eingriff,eingriff,ungrouped
qualle,18458,qualle,qualle,ungrouped
made,18459,mad,mad,declension
sheriff,18460,sheriff,sheriff,ungrouped
swift,18461,swift,swift,ungrouped
elektroautos,18462,elektroauto,elektroauto,plural
genaugenommen,18463,genaugenommen,genaugenommen,ungrouped
lebenslang,18464,lebenslang,lebenslang,ungrouped
zerfällt,18465,zerfällt,zerfällt,ungrouped
fischfang,18466,fischfang,fischfang,ungrouped
carlo,18467,carlo,carlo,ungrouped
elendsviertel,18468,elendsviertel,elendsviertel,ungrouped
paranoid,18469,paranoid,paranoid,ungrouped
kriegsverbrecher,18470,kriegsverbrecher,kriegsverbrecher,ungrouped
eingegeben,18471,eingegeben,eingegeben,ungrouped
kränken,18472,kränk,kränk,declension
flache,18473,flach,flach,declension
schwärmen,18474,schwärmen,schwärmen,ungrouped
fäusten,18475,fäusten,fäusten,ungrouped
konjugation,18476,konjugation,konjugation,ungrouped
empfiehlst,18477,empfiehlst,empfiehlst,ungrouped
astronomische,18478,astronomische,astronomische,ungrouped
informiere,18479,informieren,informieren,verb
lilie,18480,lilie,lilie,ungrouped
hängst,18481,hängen,hängen,verb
schneeglöckchen,18482,schneeglöckchen,schneeglöckchen,ungrouped
abc,18483,abc,abc,ungrouped
klaviers,18484,klavier,klavier,plural
zigeuner,18485,zigeuner,zigeuner,ungrouped
neutronen,18486,neutronen,neutronen,ungrouped
koreaner,18487,koreaner,koreaner,ungrouped
erblasste,18488,erblasst,erblasst,declension
applaudiert,18489,applaudiert,applaudiert,ungrouped
verwundeten,18490,verwundet,verwundet,declension
spreu,18491,spreu,spreu,ungrouped
pfingsten,18492,pfingsten,pfingsten,ungrouped
pummelig,18493,pummelig,pummelig,ungrouped
übermittelt,18494,übermittelt,übermittelt,ungrouped
spekulationen,18495,spekulation,spekulation,declension
auskommt,18496,auskommen,auskommen,verb
inselstaat,18497,inselstaat,inselstaat,ungrouped
gmbh,18498,gmbh,gmbh,ungrouped
erkundigen,18499,erkundigen,erkundigen,ungrouped
verschlossenen,18500,verschlossen,verschlossen,declension
lästige,18501,lästig,lästig,declension
disteln,18502,disteln,disteln,ungrouped
kondensmilch,18503,kondensmilch,kondensmilch,ungrouped
kitzelt,18504,kitzelt,kitzelt,ungrouped
gestürmt,18505,gestürmt,gestürmt,ungrouped
preiselbeeren,18506,preiselbeeren,preiselbeeren,ungrouped
landessprache,18507,landessprache,landessprache,ungrouped
glänzenden,18508,glänzend,glänzend,declension
schlang,18509,schlang,schlang,ungrouped
anpacken,18510,anpacken,anpacken,ungrouped
wiederzugeben,18511,wiederzugeben,wiederzugeben,ungrouped
gleichbedeutend,18512,gleichbedeutend,gleichbedeutend,ungrouped
harrison,18513,harrison,harrison,ungrouped
beschäftigungen,18514,beschäftigung,beschäftigung,declension
donnern,18515,donnern,donnern,ungrouped
big,18516,big,big,ungrouped
verschwendung,18517,verschwendung,verschwendung,ungrouped
glitzert,18518,glitzert,glitzert,ungrouped
befahren,18519,befahren,befahren,ungrouped
verlaufe,18520,verlauf,verlauf,declension
vergangener,18521,vergangen,vergangen,declension
obstsalat,18522,obstsalat,obstsalat,ungrouped
albanisch,18523,albanisch,albanisch,ungrouped
unverkäuflich,18524,unverkäuflich,unverkäuflich,ungrouped
planmäßig,18525,planmäßig,planmäßig,ungrouped
gebackene,18526,gebacken,gebacken,declension
eingelaufen,18527,eingelaufen,eingelaufen,ungrouped
bemessen,18528,bemessen,bemessen,ungrouped
küchenboden,18529,küchenboden,küchenboden,ungrouped
raubtiere,18530,raubtier,raubtier,declension
gleichnamigen,18531,gleichnamigen,gleichnamigen,ungrouped
madame,18532,madame,madame,ungrouped
schuldgefühle,18533,schuldgefühl,schuldgefühl,declension
ziegel,18534,ziegel,ziegel,ungrouped
adolf,18535,adolf,adolf,ungrouped
ti,18536,ti,ti,ungrouped
wiederzukommen,18537,wiederzukommen,wiederzukommen,ungrouped
fahrradfahren,18538,fahrradfahren,fahrradfahren,ungrouped
irrelevant,18539,irrelevant,irrelevant,ungrouped
vorabend,18540,vorabend,vorabend,ungrouped
abrupt,18541,abrupt,abrupt,ungrouped
blitzableiter,18542,blitzableiter,blitzableiter,ungrouped
toleriert,18543,tolerieren,tolerieren,verb
edelmann,18544,edelmann,edelmann,ungrouped
aufwacht,18545,aufwachen,aufwachen,verb
jungfer,18546,jungfer,jungfer,ungrouped
auszurichten,18547,auszurichten,auszurichten,ungrouped
weihnachtsfeier,18548,weihnachtsfeier,weihnachtsfeier,ungrouped
gelangweilten,18549,gelangweilt,gelangweilt,declension
motorräder,18550,motorräder,motorräder,ungrouped
einstimmig,18551,einstimmig,einstimmig,ungrouped
bezeichneten,18552,bezeichnet,bezeichnet,declension
jefferson,18553,jefferson,jefferson,ungrouped
institutionen,18554,institution,institution,declension
schwäbische,18555,schwäbisch,schwäbisch,declension
musikalischen,18556,musikalisch,musikalisch,declension
schwäbischen,18557,schwäbisch,schwäbisch,declension
lobby,18558,lobby,lobby,ungrouped
interviewt,18559,interviewt,interviewt,ungrouped
patriot,18560,patriot,patriot,ungrouped
jahrhundertelang,18561,jahrhundertelang,jahrhundertelang,ungrouped
polens,18562,polen,polen,plural
schreibstil,18563,schreibstil,schreibstil,ungrouped
komplexes,18564,komplex,komplex,declension
hieroglyphen,18565,hieroglyphen,hieroglyphen,ungrouped
verstummten,18566,verstummt,verstummt,declension
keksdose,18567,keksdose,keksdose,ungrouped
komplexität,18568,komplexität,komplexität,ungrouped
belehrung,18569,belehrung,belehrung,ungrouped
beobachtungen,18570,beobachtung,beobachtung,declension
geldsumme,18571,geldsumme,geldsumme,ungrouped
hektik,18572,hektik,hektik,ungrouped
wackeln,18573,wackeln,wackeln,ungrouped
sechzehnten,18574,sechzehnten,sechzehnten,ungrouped
teilbar,18575,teilbar,teilbar,ungrouped
säbel,18576,säbel,säbel,ungrouped
entsprechenden,18577,entsprechend,entsprechend,declension
zumutung,18578,zumutung,zumutung,ungrouped
seinerseits,18579,seinerseits,seinerseits,ungrouped
systematische,18580,systematisch,systematisch,declension
tickt,18581,ticken,ticken,verb
reingekommen,18582,reingekommen,reingekommen,ungrouped
meisterin,18583,meisterin,meisterin,ungrouped
gesellig,18584,gesellig,gesellig,ungrouped
neuguinea,18585,neuguinea,neuguinea,ungrouped
gerätst,18586,gerätst,gerätst,ungrouped
schaltjahr,18587,schaltjahr,schaltjahr,ungrouped
ausgeschrieben,18588,ausgeschrieben,ausgeschrieben,ungrouped
verschwiegenheit,18589,verschwiegenheit,verschwiegenheit,ungrouped
gegenwind,18590,gegenwind,gegenwind,ungrouped
vielfältige,18591,vielfältig,vielfältig,declension
hierherkommt,18592,hierherkommen,hierherkommen,verb
gefährte,18593,gefährt,gefährt,declension
spielverderber,18594,spielverderber,spielverderber,ungrouped
most,18595,most,most,ungrouped
edelste,18596,edelste,edelste,ungrouped
drittens,18597,dritten,dritten,plural
haue,18598,hauen,hauen,verb
schneidersitz,18599,schneidersitz,schneidersitz,ungrouped
übertraf,18600,übertraf,übertraf,ungrouped
abgebildet,18601,abgebildet,abgebildet,ungrouped
ausgezahlt,18602,ausgezahlt,ausgezahlt,ungrouped
hoffnungsschimmer,18603,hoffnungsschimmer,hoffnungsschimmer,ungrouped
schlückchen,18604,schlückchen,schlückchen,ungrouped
stündchen,18605,stündchen,stündchen,ungrouped
ehrenwort,18606,ehrenwort,ehrenwort,ungrouped
aufzuschieben,18607,aufzuschieben,aufzuschieben,ungrouped
hinbringen,18608,hinbringen,hinbringen,ungrouped
hütten,18609,hütten,hütten,ungrouped
turnschuhe,18610,turnschuh,turnschuh,declension
pflanzliche,18611,pflanzlich,pflanzlich,declension
entschlüsseln,18612,entschlüsseln,entschlüsseln,ungrouped
osteoporose,18613,osteoporose,osteoporose,ungrouped
taktlos,18614,taktlos,taktlos,ungrouped
gewohnten,18615,gewohnt,gewohnt,declension
geöffneten,18616,geöffnet,geöffnet,declension
keule,18617,keule,keule,ungrouped
abendrot,18618,abendrot,abendrot,ungrouped
brandung,18619,brandung,brandung,ungrouped
sägen,18620,sägen,sägen,ungrouped
schliche,18621,schlich,schlich,declension
kritische,18622,kritisch,kritisch,declension
entrinnen,18623,entrinn,entrinn,declension
abspielt,18624,abspielt,abspielt,ungrouped
ergeht,18625,ergehen,ergehen,verb
esser,18626,ess,ess,declension
augenhöhe,18627,augenhöhe,augenhöhe,ungrouped
kaffeetrinken,18628,kaffeetrinken,kaffeetrinken,ungrouped
sichel,18629,sichel,sichel,ungrouped
leidenschaftlichen,18630,leidenschaftlich,leidenschaftlich,declension
behörde,18631,behörde,behörde,ungrouped
lieferte,18632,liefert,liefert,declension
schlinge,18633,schlinge,schlinge,ungrouped
aufzuführen,18634,aufzuführen,aufzuführen,ungrouped
palmen,18635,palmen,palmen,ungrouped
verflogen,18636,verflog,verflog,declension
rechtfertigt,18637,rechtfertigen,rechtfertigen,verb
tolstoi,18638,tolstoi,tolstoi,ungrouped
zuzuschreiben,18639,zuzuschreiben,zuzuschreiben,ungrouped
baldige,18640,baldig,baldig,declension
bewachen,18641,bewachen,bewachen,ungrouped
lastet,18642,lasten,lasten,verb
oberhand,18643,oberhand,oberhand,ungrouped
urheberrecht,18644,urheberrecht,urheberrecht,ungrouped
schlägerei,18645,schlägerei,schlägerei,ungrouped
ignorierst,18646,ignorieren,ignorieren,verb
hapert,18647,hapert,hapert,ungrouped
liberale,18648,liberal,liberal,declension
untergeschoss,18649,untergeschoss,untergeschoss,ungrouped
fechten,18650,fechten,fechten,ungrouped
geschrumpft,18651,geschrumpft,geschrumpft,ungrouped
palästina,18652,palästina,palästina,ungrouped
kontrast,18653,kontrast,kontrast,ungrouped
lech,18654,lech,lech,ungrouped
spazierenzugehen,18655,spazierenzugehen,spazierenzugehen,ungrouped
magnete,18656,magnet,magnet,declension
slogan,18657,slogan,slogan,ungrouped
wohltat,18658,wohltat,wohltat,ungrouped
widerstrebend,18659,widerstrebend,widerstrebend,ungrouped
grundgesetz,18660,grundgesetz,grundgesetz,ungrouped
privilegien,18661,privilegien,privilegien,ungrouped
vorahnung,18662,vorahnung,vorahnung,ungrouped
gläubige,18663,gläubig,gläubig,declension
vorfreude,18664,vorfreude,vorfreude,ungrouped
unterstellt,18665,unterstellen,unterstellen,verb
isolierte,18666,isoliert,isoliert,declension
durchschauen,18667,durchschauen,durchschauen,ungrouped
häufiges,18668,häufig,häufig,declension
akademiker,18669,akademik,akademik,declension
dramatische,18670,dramatisch,dramatisch,declension
